	Series	SMILES	IC50
210	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1ccnc(c1)F	0.628
211	Pyrazolopyrimidine	Cc1cncc(c1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	0.437
212	Pyrazolopyrimidine	Cc1cncc(c1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	0.331
213	Pyrazolopyrimidine	CN(C)c1cccc(c1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	0.179
214	Pyrazolopyrimidine	CN(C)c1cccc(c1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	0.13
215	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1ccc(cn1)Cl	0.336
216	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1ccc(cn1)Cl	0.243
217	Pyrazolopyrimidine	Cc1cc(ccn1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	1.01
218	Pyrazolopyrimidine	Cc1cc(ccn1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	0.755
219	Pyrazolopyrimidine	CN(C)S(=O)(=O)c1ccc(cc1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	0.544
220	Pyrazolopyrimidine	CN(C)S(=O)(=O)c1ccc(cc1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	1.06
221	Pandemic Response Box	COc1cc(c2c(c(cc(c2n1)NC(C)CCCN)OC)Oc1cccc(c1)C(F)(F)F)C	6.12
222	Pandemic Response Box	COc1cc(c2c(c(cc(c2n1)NC(C)CCCN)OC)Oc1cccc(c1)C(F)(F)F)C	10
223	Pandemic Response Box	CCc1nc(nc(c1C#CC(C)c1cc(cc(c1)-c1ccncc1)OC)N)N	1.88
224	Pandemic Response Box	CCc1nc(nc(c1C#CC(C)c1cc(cc(c1)-c1ccncc1)OC)N)N	10
225	Pandemic Response Box	CCc1nc(nc(c1C#CC(C)c1cc(cc(c1)-c1ccncc1)OC)N)N	10
226	Pandemic Response Box	CN1CCN(CC1)Cc1ccc(cc1)C(=O)Nc1ccc(c(c1)Nc1nccc(n1)-c1cccnc1)C	2.3
227	Pandemic Response Box	CN1CCN(CC1)Cc1ccc(cc1)C(=O)Nc1ccc(c(c1)Nc1nccc(n1)-c1cccnc1)C	6.83
228	Pandemic Response Box	CN1CCN(CC1)Cc1ccc(cc1)C(=O)Nc1ccc(c(c1)Nc1nccc(n1)-c1cccnc1)C	9.26
229	Pandemic Response Box	CN(C)CCCOc1ccc(cn1)-c1ccc2ncc3c(c2c1)N(C1CCOCC1)C(=O)N3C	10
230	Pandemic Response Box	CN(C)CCCOc1ccc(cn1)-c1ccc2ncc3c(c2c1)N(C1CCOCC1)C(=O)N3C	10
231	AZD0156	CN(C)CCCOc1ccc(cn1)-c1ccc2ncc3c(c2c1)N(C1CCOCC1)C(=O)N3C	10
232	Pyrazolopyrimidine	CN(C)S(=O)(=O)c1cccc(c1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	0.174
233	Pyrazolopyrimidine	CN(C)S(=O)(=O)c1cccc(c1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	0.187
234	Pyrazolopyrimidine	CNS(=O)(=O)c1cccc(c1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	0.188
235	Pyrazolopyrimidine	CNS(=O)(=O)c1cccc(c1)Cn1nc(c2c(ncnc12)N)-c1ccc2oc(nc2c1)N	0.261
236	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1ccc(cc1)S(=O)(=O)N	0.334
237	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1cccc(n1)F	0.186
238	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1cccc(n1)F	0.186
239	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1cccc(n1)C(F)(F)F	0.219
240	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1cccc(n1)C(F)(F)F	0.172
241	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)CC1CCC(F)(F)CC1	0.302
242	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)CC1CCC(F)(F)CC1	0.214
243	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1cncc(c1)Cl	0.153
244	Pyrazolopyrimidine	Nc1nc2cc(ccc2o1)-c1nn(c2ncnc(c12)N)Cc1cncc(c1)Cl	0.136
245	PKGDEL966	CNC(=O)C1CN(C1)c1nc(nc(n1)N(CCO)Cc1ccccc1F)N1CCC(CCNC(=O)c2cc([nH]n2)-c2cccnc2)CC1	0.178
246	PKGDEL966	CNC(=O)C1CN(C1)c1nc(nc(n1)N(CCO)Cc1ccccc1F)N1CCC(CCNC(=O)c2cc([nH]n2)-c2cccnc2)CC1	1.65
247	PKGDEL966	CNC(=O)C1CN(C1)c1nc(nc(n1)N(CCO)Cc1ccccc1F)N1CCC(CCNC(=O)c2cc([nH]n2)-c2cccnc2)CC1	0.05
248	PKGDEL966	CNC(=O)C1CN(C1)c1nc(nc(n1)N(CCO)Cc1ccccc1F)N1CCC(CCNC(=O)c2cc([nH]n2)-c2cccnc2)CC1	0.058
249	PKGDEL966	CNC(=O)c1cccc(c1)CNc1nc(nc(n1)N1CCC(CCNC(=O)c2cc([nH]n2)-c2cccnc2)CC1)NC	1.28
250	PKGDEL966	CNC(=O)c1cccc(c1)CNc1nc(nc(n1)N1CCC(CCNC(=O)c2cc([nH]n2)-c2cccnc2)CC1)NC	8.93
251	PKGDEL966	CNC(=O)c1cccc(c1)CNc1nc(nc(n1)N1CCC(CCNC(=O)c2cc([nH]n2)-c2cccnc2)CC1)NC	0.103
252	PKGDEL966	CNC(=O)c1cccc(c1)CNc1nc(nc(n1)N1CCC(CCNC(=O)c2cc([nH]n2)-c2cccnc2)CC1)NC	0.047
253	PKGDEL966	CNC(=O)C1CCCC(C1)Nc1nc(nc(n1)NC[C@H]1CC[C@@H](CC1)CNC(=O)c1ccc2cn[nH]c2c1)O	0.912
254	PKGDEL966	CNC(=O)C1CCCC(C1)Nc1nc(nc(n1)NC[C@H]1CC[C@@H](CC1)CNC(=O)c1ccc2cn[nH]c2c1)O	4.92
255	PKGDEL966	CNC(=O)C1CCCC(C1)Nc1nc(nc(n1)NC[C@H]1CC[C@@H](CC1)CNC(=O)c1ccc2cn[nH]c2c1)O	0.302
256	PKGDEL966	CNC(=O)C1CCCC(C1)Nc1nc(nc(n1)NC[C@H]1CC[C@@H](CC1)CNC(=O)c1ccc2cn[nH]c2c1)O	0.065
257	PKGDEL966	COc1cc(ccc1-c1nc2c(c(n1)N(C)C)CCN(C2)C(=O)CNC(=O)c1ccc(c(c1)Cl)Cl)C#N	0.624
258	PKGDEL966	COc1cc(ccc1-c1nc2c(c(n1)N(C)C)CCN(C2)C(=O)CNC(=O)c1ccc(c(c1)Cl)Cl)C#N	8.05
259	PKGDEL966	COc1cc(ccc1-c1nc2c(c(n1)N(C)C)CCN(C2)C(=O)CNC(=O)c1ccc(c(c1)Cl)Cl)C#N	0.179
260	PKGDEL966	COc1cc(ccc1-c1nc2c(c(n1)N(C)C)CCN(C2)C(=O)CNC(=O)c1ccc(c(c1)Cl)Cl)C#N	0.02
261	imidazopyridine	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)C(=O)N	10
262	imidazopyridine	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)C(=O)N1CCC(O)CC1	4.14
263	imidazopyridine	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)C(=O)N1CCC(O)CC1	5.81
264	imidazopyridine	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)C(=O)N1CCC(O)CC1	4.43
265	imidazopyridine	CS(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)C(=O)N1CCOCC1	10
266	imidazopyridine	CS(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)C(=O)N1CCOCC1	10
267	imidazopyridine	CS(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)C(=O)N1CCCC1	10
268	imidazopyridine	CS(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)C(=O)N1CCCC1	10
269	imidazopyridine	CS(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)C(=O)N1CCCCC1	10
270	imidazopyridine	CS(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)C(=O)N1CCCCC1	10
271	imidazopyridine	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)C(=O)O	10
272	imidazopyridine	CS(=O)(=O)c1ccc(cc1)-c1cnc2ccc(cn12)-c1cccc(c1)C(=O)O	10
273	PATHBOX	COc1ccc(cn1)-c1cnc2ccc(nn12)NCc1ccc(cc1)S(=O)(=O)N	0.126
274	PATHBOX	COc1ccc(cn1)-c1cnc2ccc(nn12)NCc1ccc(cc1)S(=O)(=O)N	0.0766
275	PATHBOX	COc1ccc(cc1)-c1cncc2ccc(nc12)C(=O)NCCCn1ccnc1	0.144
276	PATHBOX	COc1ccc(cc1)-c1cncc2ccc(nc12)C(=O)NCCCn1ccnc1	0.202
277	PATHBOX	COc1ccc(cc1OC)-c1nn(c2ncnc(c12)N)C(C)C	0.027
278	PATHBOX	COc1ccc(cc1OC)-c1nn(c2ncnc(c12)N)C(C)C	0.029
279	JN-602	CNC(=O)c1nn(c-2c1C(C)(C)Cc1cnc(nc12)Nc1ccc(cc1)N1CCN(C)CC1)C	0.0534
280	PATHBOX	CNC(=O)c1nn(c-2c1C(C)(C)Cc1cnc(nc12)Nc1ccc(cc1)N1CCN(C)CC1)C	0.0547
281	PATHBOX	CCOc1ccc2cc(ccc2c1)-c1nn(c2ncnc(c12)N)CC1CCN(C)CC1	0.159
282	Pyrazolopyrimidine	CCOc1ccc2cc(ccc2c1)-c1nn(c2ncnc(c12)N)CC1CCN(C)CC1	0.191
283	PKGDEL966	CNc1ncnc(n1)N1CCC(CCNC(=O)c2cc([nH]n2)-c2cccnc2)CC1	1.19
284	PKGDEL966	CNc1ncnc(n1)N1CCC(CCNC(=O)c2cc([nH]n2)-c2cccnc2)CC1	1.55
285	PKGDEL966	CNC(=O)c1cccc(c1)CNc1ncnc(n1)N1CCC(CCNC(=O)c2cc([nH]n2)-c2cccnc2)CC1	1.59
286	PKGDEL966	CNC(=O)c1cccc(c1)CNc1ncnc(n1)N1CCC(CCNC(=O)c2cc([nH]n2)-c2cccnc2)CC1	1.33
287	KinoHits	Cc1cnc(nc1Nc1cccc(c1)S(=O)(=O)NC(C)(C)C)Nc1ccc(cc1)OCCN1CCCC1	0.195
288	KinoHits	Cc1cnc(nc1Nc1cccc(c1)S(=O)(=O)NC(C)(C)C)Nc1ccc(cc1)OCCN1CCCC1	0.246
289	PKGDEL966	OCCN(Cc1ccccc1F)c1ncnc(n1)N1CCC(CCNC(=O)c2cc([nH]n2)-c2cccnc2)CC1	0.248
290	PKGDEL966	OCCN(Cc1ccccc1F)c1ncnc(n1)N1CCC(CCNC(=O)c2cc([nH]n2)-c2cccnc2)CC1	0.244
291	PKGDEL966	CNC(=O)C1CN(C1)c1ncnc(n1)N1CCC(CCNC(=O)c2cc([nH]n2)-c2cccnc2)CC1	2.35
292	PKGDEL966	CNC(=O)C1CN(C1)c1ncnc(n1)N1CCC(CCNC(=O)c2cc([nH]n2)-c2cccnc2)CC1	2.94
293	PKGDEL966	O=C(NCCC1CCNCC1)c1cc([nH]n1)-c1ccccn1	30
294	PKGDEL966	O=C(NCCC1CCNCC1)c1cc([nH]n1)-c1ccccn1	30
295	PKGDEL966	O=C(NCCC1CCNCC1)c1cc([nH]n1)-c1ccncc1	3.67
296	PKGDEL966	O=C(NCCC1CCNCC1)c1cc([nH]n1)-c1ccncc1	3.38
297	PKGDEL966	NCCCCCNC(=O)c1cc([nH]n1)-c1cccnc1	30
298	KCGS	CN(C)C/C=C/C(=O)Nc1cccc(c1)C(=O)Nc1ccc(c(c1)C)Nc1nccc(n1)-c1cccnc1	0.563
299	KCGS	CN(C)C/C=C/C(=O)Nc1cccc(c1)C(=O)Nc1ccc(c(c1)C)Nc1nccc(n1)-c1cccnc1	0.993
300	KCGS	CN(C)CCOc1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc/2c(c1)CC\C2=N\O	4.19
301	KCGS	Nc1nccc(n1)-c1c(ncn1C1CCN(CC1)Cc1ccccc1)-c1ccc(cc1)F	0.851
302	KCGS	Nc1nccc(n1)-c1c(ncn1C1CCN(CC1)Cc1ccccc1)-c1ccc(cc1)F	1.5
303	KCGS	COc1ccc2[nH]c3c4[nH]c5ccc(cc5c4c4c(c3c2c1)C(=O)NC4=O)OC	0.064
304	KCGS	CN(C)CCN(C)C(=O)c1cc(c(o1)-c1ccc(c(c1)O)Cl)-c1ccncc1	0.00207
305	KCGS	CN(C)CCN(C)C(=O)c1cc(c(o1)-c1ccc(c(c1)O)Cl)-c1ccncc1	0.00544
306	KCGS	Nc1ncnc2occ(c12)-c1ccc(cc1)NC(=O)Nc1cc(ccc1F)C(F)(F)F	10
307	KCGS	Nc1ncnc2occ(c12)-c1ccc(cc1)NC(=O)Nc1cc(ccc1F)C(F)(F)F	10
308	GSK-Compound 9	CN1CCN(CC1)c1cc(nc(n1)N)-c1ccncc1	10
309	GSK-Compound 9	CN1CCN(CC1)c1cc(nc(n1)N)-c1ccncc1	10
310	GSK-Compound 9	COc1cccc(c1)Nc1nc(cc(n1)-c1ccncc1)N1CCN(C)CC1	0.015
311	GSK-Compound 9	COc1cccc(c1)Nc1nc(cc(n1)-c1ccncc1)N1CCN(C)CC1	0.0205
312	SFK52	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)C(=O)N1CC(O)C1	1.6
313	SFK52	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)C(=O)N1CC(O)C1	1.99
314	SFK52	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)C(=O)N1CC(O)C1	1.59
315	SFK52	CNC(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(=O)N1CCC(N)CC1	1.75
316	SFK52	CNC(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(=O)N1CCC(N)CC1	1.61
317	SFK52	CNC(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)C(=O)N1CCC(N)CC1	1.29
318	SFK52	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1cccc(c1)C(=O)N1CC[C@H](O)C1	0.0657
319	SFK52	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1cccc(c1)C(=O)N1CC[C@H](O)C1	0.038
320	SFK52	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1cccc(c1)C(=O)N1CC[C@H](O)C1	0.039
321	SFK52	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1cccc(c1)C(=O)N1CC(O)C1	1.19
322	SFK52	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1cccc(c1)C(=O)N1CC(O)C1	1
323	SFK52	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1cccc(c1)C(=O)N1CC(O)C1	0.918
324	GSK-Compound 9	CN1CCN(CC1)c1cc(nc(n1)Nc1cccc(c1)S(=O)(=O)C)-c1ccnc(c1)NCC1CC1	2.75
325	GSK-Compound 9	CN1CCN(CC1)c1cc(nc(n1)Nc1cccc(c1)S(=O)(=O)C)-c1ccnc(c1)NCC1CC1	4.64
326	GSK-Compound 9	COc1cccc(c1)Nc1nc(cc(n1)-c1ccnc(c1)NCC1CC1)N1CCN(C)CC1	0.25
327	GSK-Compound 9	COc1cccc(c1)Nc1nc(cc(n1)-c1ccnc(c1)NCC1CC1)N1CCN(C)CC1	0.31
328	GSK-Compound 9	COc1cccc(c1)Nc1nc(cc(n1)-c1ccnc(c1)NCC1CC1)N1CCN(C)CC1	0.612
329	"Pyrimido[1,2-a]benzimidazole"	FC(F)(F)c1ccc(cc1)C1=CC(=O)N2C(=N1)N(Cc1cccc(c1Cl)Cl)c1ccccc12	10
330	"Pyrimido[1,2-a]benzimidazole"	FC(F)(F)c1ccc(cc1)C1=CC(=O)N2C(=N1)N(Cc1cccc(c1Cl)Cl)c1ccccc12	10
331	"Pyrimido[1,2-a]benzimidazole"	Clc1cccc(c1Cl)CN1C2=NC(=CC(=O)N2c2ccccc21)c1ccc(cc1)C#N	10
332	"Pyrimido[1,2-a]benzimidazole"	Clc1cccc(c1Cl)CN1C2=NC(=CC(=O)N2c2ccccc21)c1ccc(cc1)C#N	10
333	"Pyrimido[1,2-a]benzimidazole"	Clc1cccc(c1Cl)CN1C2=NC(=CC(=O)N2c2ccccc21)N1CCOCC1	10
334	"Pyrimido[1,2-a]benzimidazole"	Clc1cccc(c1Cl)CN1C2=NC(=CC(=O)N2c2ccccc21)N1CCOCC1	10
335	"Pyrimido[1,2-a]benzimidazole"	Clc1cccc(c1Cl)CN1C2=NC(=CC(=O)N2c2ccccc21)Nc1ccc(cc1)C#N	10
336	"Pyrimido[1,2-a]benzimidazole"	Clc1cccc(c1Cl)CN1C2=NC(=CC(=O)N2c2ccccc21)Nc1ccc(cc1)C#N	10
337	SFK50	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2nnc(n2c1)-c1cccc(c1)C(=O)N1CC[C@@H](O)C1	10
338	SFK50	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2nnc(n2c1)-c1cccc(c1)C(=O)N1CC[C@@H](O)C1	10
339	SFK52	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1cccc(c1)C(=O)N1CCC(O)CC1	6.67
340	SFK52	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1cccc(c1)C(=O)N1CCC(O)CC1	4.56
341	SFK52	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1cccc(c1)C(=O)N1CCC(N)CC1	2.04
342	SFK52	NC1CCN(CC1)C(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1cccc(c1)C(=O)N1CCC(N)CC1	3.03
343	NEU-01	COc1ccc(cn1)Nc1cnnc2cc(ccc12)-c1cccc(c1)N1CCOCC1	10
344	NEU-01	COc1ccc(cn1)Nc1cnnc2cc(ccc12)-c1cccc(c1)N1CCOCC1	10
345	NEU-01	COc1ccc(cc1)Nc1cnnc2cc(ccc12)N1CCCN(C)CC1	10
346	NEU-01	COc1ccc(cc1)Nc1cnnc2cc(ccc12)N1CCCN(C)CC1	10
347	MalDA	CN(C)Cc1ccc(cc1)-c1cc2c(ccnc2[nH]1)-c1ccc(cc1)CN(C)C	1.2
348	MalDA	CN(C)Cc1ccc(cc1)-c1cc2c(ccnc2[nH]1)-c1ccc(cc1)CN(C)C	10
349	MalDA	CCN(CC)Cc1cccc(c1OC)-c1cc2c(ccnc2[nH]1)-c1ccc(c(c1)C(C)C)C(=O)O	0.251
350	MalDA	CCN(CC)Cc1cccc(c1OC)-c1cc2c(ccnc2[nH]1)-c1ccc(c(c1)C(C)C)C(=O)O	0.289
351	NEU-01	C[C@@H]1COCCN1c1ncc(cn1)-c1ccc/2c(c1)N(C)C=C\C2=N/c1cnccn1	10
352	NEU-01	C[C@@H]1COCCN1c1ncc(cn1)-c1ccc/2c(c1)N(C)C=C\C2=N/c1cnccn1	10
353	NEU-01	C[C@H]1COCCN1c1ncc(cn1)-c1ccc/2c(c1)N(C)C=C\C2=N/c1cnccn1	10
354	NEU-01	C[C@H]1COCCN1c1ncc(cn1)-c1ccc/2c(c1)N(C)C=C\C2=N/c1cnccn1	10
355	NEU-01	CN1C=C/C(=N\c2cnccn2)c2ccc(cc21)-c1cnc(nc1)N1CCCN(CC1)C(=O)OC(C)(C)C	10
356	NEU-01	CN1C=C/C(=N\c2cnccn2)c2ccc(cc21)-c1cnc(nc1)N1CCCN(CC1)C(=O)OC(C)(C)C	10
357	NEU-01	CN1C=C/C(=N\c2cnccn2)c2ccc(cc21)-c1cnc(nc1)N1CCCNCC1	10
358	NEU-01	CN1C=C/C(=N\c2cnccn2)c2ccc(cc21)-c1cnc(nc1)N1CCCNCC1	10
359	VE-821/2	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)C(=O)NC1CCC(F)(F)CC1)N	10
360	VE-821/2	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)C(=O)NC1CCC(F)(F)CC1)N	10
361	VE-821/2	CS(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)C(=O)NC1CCC(F)(F)CC1)N	10
362	NEU-01	CN1CCCN(CC1)S(=O)(=O)c1ccc(cc1)-c1ccc2nncc(c2c1)Nc1ccc(cc1)OC(F)(F)F	10
363	NEU-01	CN1CCCN(CC1)S(=O)(=O)c1ccc(cc1)-c1ccc2nncc(c2c1)Nc1ccc(cc1)OC(F)(F)F	10
364	NEU-01	CN1CCCN(CC1)S(=O)(=O)c1ccc(cc1)-c1ccc2c(cnnc2c1)Nc1ccc(c(c1)Cl)OCc1cccc(c1)F	10
365	NEU-01	CN1CCCN(CC1)S(=O)(=O)c1ccc(cc1)-c1ccc2c(cnnc2c1)Nc1ccc(c(c1)Cl)OCc1cccc(c1)F	10
366	NEU-01	CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)-c1ccc2c(cnnc2c1)Nc1ccc(nc1)C	10
367	NEU-01	CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)-c1ccc2c(cnnc2c1)Nc1ccc(nc1)C	10
368	NEU-01	CN1CCCN(CC1)S(=O)(=O)c1ccc(cc1)-c1ccc2c(cnnc2c1)Nc1ncc(cn1)Cl	10
369	NEU-01	CN1CCCN(CC1)S(=O)(=O)c1ccc(cc1)-c1ccc2c(cnnc2c1)Nc1ncc(cn1)Cl	10
370	NEU-01	CN1CCCN(CC1)c1ncc(cn1)-c1ccc2c(cnnc2c1)Nc1ccc(nc1)C	10
371	NEU-01	CN1CCCN(CC1)c1ncc(cn1)-c1ccc2c(cnnc2c1)Nc1ccc(nc1)C	10
372	Ki8751	COc1cc2nccc(c2cc1OC)Oc1ccc(c(c1)F)NC(=O)Nc1ccc(c(c1)C(F)(F)F)CN1CCN(C)CC1	10
373	Ki8751	COc1cc2nccc(c2cc1OC)Oc1ccc(c(c1)F)NC(=O)Nc1ccc(c(c1)C(F)(F)F)CN1CCN(C)CC1	10
374	Ki8751	COc1cc2nccc(c2cc1OC)Oc1ccc(c(c1)F)NC(=O)Nc1ccc(cc1)C=C1CCNCC1	10
375	Ki8751	COc1cc2nccc(c2cc1OC)Oc1ccc(c(c1)F)NC(=O)Nc1ccc(cc1)C=C1CCNCC1	10
376	Ki8751	COc1cc2nccc(c2cc1OC)Oc1ccc(c(c1)F)NC(=O)Nc1ccc(cc1)CC1CCNCC1	10
377	Ki8751	COc1cc2nccc(c2cc1OC)Oc1ccc(c(c1)F)NC(=O)Nc1ccc(cc1)CC1CCNCC1	10
378	Ki8751	COc1cc2nccc(c2cc1OC)Oc1ccc(c(c1)F)NC(=O)Nc1ccc(c(c1)C(F)(F)F)OC1CCN(C)CC1	10
379	Ki8751	COc1cc2nccc(c2cc1OC)Oc1ccc(c(c1)F)NC(=O)Nc1ccc(c(c1)C(F)(F)F)OC1CCN(C)CC1	10
380	Ki8751	COc1cc2nccc(c2cc1OC)Oc1ccc(c(c1)F)NC(=O)Nc1ccc(c(c1)C(F)(F)F)CC1CCNCC1	10
381	Ki8751	COc1cc2nccc(c2cc1OC)Oc1ccc(c(c1)F)NC(=O)Nc1ccc(c(c1)C(F)(F)F)CC1CCNCC1	10
382	CZC-54252	COc1cc(ccc1Nc1ncc(c(n1)Nc1ccccc1NS(=O)(=O)C)Cl)N1CCOCC1	4.76
383	CZC-54252	COc1cc(ccc1Nc1ncc(c(n1)Nc1ccccc1NS(=O)(=O)C)Cl)N1CCOCC1	10
384	CZC-54252	COc1cc(ccc1Nc1ncc(c(n1)Nc1ccccc1NS(=O)(=O)C)Cl)N1CCOCC1	5.09
385	CZC-54252	COc1cc(ccc1Nc1ncc(c(n1)Nc1ccccc1NS(=O)(=O)C)I)N1CCOCC1	0.706
386	CZC-54252	COc1cc(ccc1Nc1ncc(c(n1)Nc1ccccc1NS(=O)(=O)C)I)N1CCOCC1	0.622
387	CZC-54252	COc1cc(ccc1Nc1ncc(c(n1)Nc1ccccc1NS(=O)(=O)C)C(F)(F)F)N1CCOCC1	3.59
388	CZC-54252	COc1cc(ccc1Nc1ncc(c(n1)Nc1ccccc1NS(=O)(=O)C)C(F)(F)F)N1CCOCC1	2.74
389	CZC-54252	COc1cc(ccc1N1CCOCC1)Nc1ncc(c(n1)Nc1ccccc1NS(=O)(=O)C)Cl	1.47
390	CZC-54252	COc1cc(ccc1N1CCOCC1)Nc1ncc(c(n1)Nc1ccccc1NS(=O)(=O)C)Cl	0.604
391	Erlotinib	COCCOc1cc2ncnc(c2cc1OCCOC)Nc1cccc(c1)C#C	10
392	Erlotinib	COCCOc1cc2ncnc(c2cc1OCCOC)Nc1cccc(c1)C#C	10
393	IKK16	O=C(N1CCC(CC1)N1CCCC1)c1ccc(cc1)Nc1nccc(n1)-c1cc2ccccc2s1	1.18
394	IKK16	O=C(N1CCC(CC1)N1CCCC1)c1ccc(cc1)Nc1nccc(n1)-c1cc2ccccc2s1	1.14
395	IKK16	C1CCN(C1)C1CCN(CC1)Cc1ccc(cc1)Nc1nccc(n1)-c1cc2ccccc2s1	3.22
396	IKK16	C1CCN(C1)C1CCN(CC1)Cc1ccc(cc1)Nc1nccc(n1)-c1cc2ccccc2s1	3.06
397	IKK16	Cc1cc(nc(n1)Nc1ccc(cc1)C(=O)N1CCC(CC1)[NH+]1CCCC1)-c1cc2ccccc2s1	10
398	IKK16	Cc1cc(nc(n1)Nc1ccc(cc1)C(=O)N1CCC(CC1)[NH+]1CCCC1)-c1cc2ccccc2s1	10
399	IKK16	Clc1ccc(s1)-c1nc(ncc1Cl)Nc1ccc(cc1)C(=O)N1CCC(CC1)[NH+]1CCCC1	10
400	IKK16	Clc1ccc(s1)-c1nc(ncc1Cl)Nc1ccc(cc1)C(=O)N1CCC(CC1)[NH+]1CCCC1	4.5
401	IKK16	Cc1cnc(nc1-c1ccc(s1)Cl)Nc1ccc(cc1)C(=O)N1CCC(CC1)[NH+]1CCCC1	1.86
402	IKK16	Cc1cnc(nc1-c1ccc(s1)Cl)Nc1ccc(cc1)C(=O)N1CCC(CC1)[NH+]1CCCC1	1.45
403	IKK16	Clc1ccc(cc1Cl)-c1ccnc(n1)Nc1ccc(cc1)C(=O)N1CCC(CC1)N1CCCC1	10
