ID,smiles,CREATION_DATE,Series,CAN_SMILES
H3D-005340,Fc1cc(cc(c1)-c1nc2c(nccc2[nH]1)N1CCC(CC1)CN1CCn2cncc2C1)F,2018/04/18,SFK53,Fc1cc(F)cc(-c2nc3c(N4CCC(CN5CCn6cncc6C5)CC4)nccc3[nH]2)c1
H3D-005342,COC(=O)[C@@H](NC(=O)c1cc2ccc(cc2[nH]1)C(F)(F)F)C1CCCCC1 |r|,2018/04/19,Indolecarboxamides,COC(=O)[C@@H](NC(=O)c1cc2ccc(C(F)(F)F)cc2[nH]1)C1CCCCC1
H3D-005343,OC(=O)[C@@H](NC(=O)c1cc2ccc(cc2[nH]1)C(F)(F)F)c1ccccc1 |r|,2018/04/19,Indolecarboxamides,O=C(N[C@H](C(=O)O)c1ccccc1)c1cc2ccc(C(F)(F)F)cc2[nH]1
H3D-005344,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,2018/04/19,undefined,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
H3D-005345,CS(=O)(=O)c1cccc(c1)-c1ccnc2cc(oc12)-c1ccc(nc1)C(=O)N1CC(O)C1,2018/04/20,Azabenzofuran,CS(=O)(=O)c1cccc(-c2ccnc3cc(-c4ccc(C(=O)N5CC(O)C5)nc4)oc23)c1
H3D-005359,CS(=O)c1cccc(c1)-c1ccc2ncc(n2n1)-c1ccc(cc1)C(=O)NCCO,2018/04/23,SFK52,CS(=O)c1cccc(-c2ccc3ncc(-c4ccc(C(=O)NCCO)cc4)n3n2)c1
H3D-005364,C[C@H](NC(=O)c1nc2cc(ccc2s1)Cl)c1ccccc1 |r|,2018/04/23,Indolecarboxamides,C[C@H](NC(=O)c1nc2cc(Cl)ccc2s1)c1ccccc1
H3D-005363,Cc1cc2nc(cc(c2c(c1-c1ccc(nc1)C#N)C)-n1nccc1C)C(=O)NCCO,2018/04/23,Quinolines,Cc1cc2nc(C(=O)NCCO)cc(-n3nccc3C)c2c(C)c1-c1ccc(C#N)nc1
H3D-005354,COc1cccc(c1)CCN1CCC(CC1)Nc1nc2ccccc2n1Cc1ccc(cc1)F,2018/04/23,Astemizole,COc1cccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)c1
H3D-005351,COc1ccc(cc1)CCN1CCC(CC1)Nc1nc2ccccc2n1Cc1ccc(cc1)F,2018/04/23,Astemizole,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
H3D-005352,C[C@H]1CN2[C@@H]([C@@H](C)O1)C1(Cc3cc4c(noc4c(c32)F)N2[C@@H](C)COC2=O)C(=O)NC(=O)NC1=O |r|,2018/04/23,Spiropyrimidinetriones,C[C@H]1CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]2[C@@H](C)O1
H3D-005350,CC(NCCNc1cc(c(c2nc3ccccc3n12)C#N)C(F)(F)F)c1ccc(cc1)F,2018/04/23,"Pyrido[1,2-a]benzimidazole",CC(NCCNc1cc(C(F)(F)F)c(C#N)c2nc3ccccc3n12)c1ccc(F)cc1
H3D-005349,C[C@@H](NCCNc1cc(c(c2nc3ccccc3n12)C#N)C(F)(F)F)c1ccc(cc1)C |r|,2018/04/23,"Pyrido[1,2-a]benzimidazole",Cc1ccc([C@@H](C)NCCNc2cc(C(F)(F)F)c(C#N)c3nc4ccccc4n23)cc1
H3D-005356,CO[C@H]1/C=C/OC2(C)Oc3c(c(c4c(c3C2=O)C2=NC3(CCN(CCCN5c6ccccc6Sc6ccc(cc65)Cl)CC3)NC2=C(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@H](OC(=O)C)[C@@H]1C)C)C4=O)O)C |r|,2018/04/23,Reversed-RIF,CO[C@H]1/C=C/OC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CCCN5c6ccccc6Sc6ccc(Cl)cc65)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
H3D-005347,CCN(CC)CCNc1cc(c(c2nc3ccc(cc3n12)N1CCOCC1)C#N)-c1ccc(cc1)C(F)(F)F,2018/04/23,"Pyrido[1,2-a]benzimidazole",CCN(CC)CCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccc(N4CCOCC4)cc3n12
H3D-005348,C[C@@H]1CN2[C@H]([C@H](C)O1)C1(Cc3cc4c(noc4c(c32)F)N2[C@@H](C)COC2=O)C(=O)NC(=O)NC1=O,2018/04/23,Spiropyrimidinetriones,C[C@@H]1CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1
H3D-005353,COc1ccc(cc1)CCN1CCC(CC1)Nc1nc2ccccc2[nH]1,2018/04/23,Astemizole,COc1ccc(CCN2CCC(Nc3nc4ccccc4[nH]3)CC2)cc1
H3D-005365,OCC(Cc1ccccc1)NC(=O)c1cc2ccc(cc2[nH]1)C(F)(F)F,2018/04/23,Indolecarboxamides,O=C(NC(CO)Cc1ccccc1)c1cc2ccc(C(F)(F)F)cc2[nH]1
H3D-005145,CCNCCNc1cc(c(c2nc3ccc(cc3n12)N1CCOCC1)C#N)-c1ccc(cc1)C(F)(F)F,2018/04/23,"Pyrido[1,2-a]benzimidazole",CCNCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccc(N4CCOCC4)cc3n12
H3D-005355,COc1ccccc1CCN1CCC(CC1)Nc1nc2ccccc2n1Cc1ccc(cc1)F,2018/04/23,Astemizole,COc1ccccc1CCN1CCC(Nc2nc3ccccc3n2Cc2ccc(F)cc2)CC1
H3D-005362,CN1CCC2(CCN(CC2)c2nccc3[nH]c(nc23)-c2cc(cc(c2)F)F)C1,2018/04/23,SFK53,CN1CCC2(CCN(c3nccc4[nH]c(-c5cc(F)cc(F)c5)nc34)CC2)C1
H3D-005361,CN1CCC(CC1)OC1CCN(CC1)c1nccc2[nH]c(nc12)-c1cc(cc(c1)F)F,2018/04/23,SFK53,CN1CCC(OC2CCN(c3nccc4[nH]c(-c5cc(F)cc(F)c5)nc34)CC2)CC1
H3D-005357,CO[C@H]1/C=C/OC2(C)Oc3c(c(c4c(c3C2=O)C2=NC3(CCN(CCCN5c6ccccc6S(=O)c6ccc(cc65)Cl)CC3)NC2=C(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@H](OC(=O)C)[C@@H]1C)C)C4=O)O)C |r|,2018/04/23,Reversed-RIF,CO[C@H]1/C=C/OC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CCCN5c6ccccc6S(=O)c6ccc(Cl)cc65)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
H3D-005368,FC(F)(F)c1ccc2cc([nH]c2c1)C(=O)NC12CC(C1)C2,2018/04/24,Indolecarboxamides,O=C(NC12CC(C1)C2)c1cc2ccc(C(F)(F)F)cc2[nH]1
H3D-005366,C[C@H]1CN2[C@@H]([C@@H](C)O1)C1(Cc3cc4c(noc4c(c32)F)-n2cncn2)C(=O)NC(=O)NC1=O |r|,2018/04/24,Spiropyrimidinetriones,C[C@H]1CN2c3c(cc4c(-n5cncn5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]2[C@@H](C)O1
H3D-005367,C[C@@H]1CN2[C@H]([C@H](C)O1)C1(Cc3cc4c(noc4c(c32)F)-n2cncn2)C(=O)NC(=O)NC1=O |r|,2018/04/24,Spiropyrimidinetriones,C[C@@H]1CN2c3c(cc4c(-n5cncn5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1
H3D-005371,CNCCNC(=O)c1ccc(cc1)Nc1ccncc1,2018/04/26,PA,CNCCNC(=O)c1ccc(Nc2ccncc2)cc1
H3D-005382,Cn1ccc(n1)NCCNC(=O)c1cccc(c1)-c1noc(n1)C(F)(F)F,2018/04/26,undefined,Cn1ccc(NCCNC(=O)c2cccc(-c3noc(C(F)(F)F)n3)c2)n1
H3D-005375,CC(C)(CNC(=O)c1cccc(c1)-c1noc(n1)C(F)(F)F)c1coc(n1)-c1ccccc1,2018/04/26,undefined,CC(C)(CNC(=O)c1cccc(-c2noc(C(F)(F)F)n2)c1)c1coc(-c2ccccc2)n1
H3D-005383,CNC(=O)c1c(oc2ccc(c(c12)CN1CCCCC1)O)-c1ccc(cc1)O,2018/04/26,Assay Control Compounds,CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCCCC3)c12
H3D-005376,FC(F)(F)c1nc(no1)-c1cccc(c1)C(=O)Nc1ccc(cn1)N1CCOCC1,2018/04/26,undefined,O=C(Nc1ccc(N2CCOCC2)cn1)c1cccc(-c2noc(C(F)(F)F)n2)c1
H3D-005369,O=C(NCCCNc1ccncc1)c1ccc(cc1)Nc1ccncc1,2018/04/26,PA,O=C(NCCCNc1ccncc1)c1ccc(Nc2ccncc2)cc1
H3D-005380,COCCNC(=O)C1CCC(C)N(C1)C(=O)c1cccc(c1)-c1noc(n1)C(F)(F)F,2018/04/26,undefined,COCCNC(=O)C1CCC(C)N(C(=O)c2cccc(-c3noc(C(F)(F)F)n3)c2)C1
H3D-005379,FC(F)(F)c1nc(no1)-c1cccc(c1)C(=O)NCc1ccc(nc1)N1CCOCC1,2018/04/26,undefined,O=C(NCc1ccc(N2CCOCC2)nc1)c1cccc(-c2noc(C(F)(F)F)n2)c1
H3D-005377,COc1ccccc1CC1CCN(CC1)C(=O)c1cccc(c1)-c1noc(n1)C(F)(F)F,2018/04/26,undefined,COc1ccccc1CC1CCN(C(=O)c2cccc(-c3noc(C(F)(F)F)n3)c2)CC1
H3D-005378,FC(F)(F)c1nc(no1)-c1cccc(c1)C(=O)Nc1nc(cs1)C1CC1,2018/04/26,undefined,O=C(Nc1nc(C2CC2)cs1)c1cccc(-c2noc(C(F)(F)F)n2)c1
H3D-005372,OC(=O)c1cccc(c1)-c1noc(n1)C(F)(F)F,2018/04/26,undefined,O=C(O)c1cccc(-c2noc(C(F)(F)F)n2)c1
H3D-005370,NCCNC(=O)c1ccc(cc1)Nc1ccncc1,2018/04/26,PA,NCCNC(=O)c1ccc(Nc2ccncc2)cc1
H3D-005374,CCc1cc(on1)CCCOc1c(cc(cc1C)-c1noc(n1)C(F)(F)F)C,2018/04/26,undefined,CCc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1
H3D-005381,CN(Cc1cccc(c1)F)C(=O)c1cccc(c1)-c1noc(n1)C(F)(F)F,2018/04/26,undefined,CN(Cc1cccc(F)c1)C(=O)c1cccc(-c2noc(C(F)(F)F)n2)c1
H3D-005373,FC(F)(F)c1nc(no1)-c1cccc(c1)C(=O)NCC1(CCOCC1)c1nc(cs1)-c1ccccc1,2018/04/26,undefined,O=C(NCC1(c2nc(-c3ccccc3)cs2)CCOCC1)c1cccc(-c2noc(C(F)(F)F)n2)c1
H3D-005096,C[C@H]1CN2[C@@H]([C@@H](C)O1)C1(Cc3ccc(c(c32)F)F)C(=O)NC(=O)NC1=O,2018/04/27,Spiropyrimidinetriones,C[C@H]1CN2c3c(ccc(F)c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]2[C@@H](C)O1
H3D-005097,C[C@@H]1CN2[C@H]([C@H](C)O1)C1(Cc3ccc(c(c32)F)F)C(=O)NC(=O)NC1=O,2018/04/27,Spiropyrimidinetriones,C[C@@H]1CN2c3c(ccc(F)c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1
H3D-005098,Cc1nc(no1)-c1ccc(cc1)CCN1CCC(CC1)Nc1nc2ccccc2n1Cc1ccc(cc1)C#N,2018/04/27,Astemizole,Cc1nc(-c2ccc(CCN3CCC(Nc4nc5ccccc5n4Cc4ccc(C#N)cc4)CC3)cc2)no1
H3D-005144,CCN(CCNc1cc(c(c2nc3ccc(cc3n12)N1CCOCC1)C#N)-c1ccc(cc1)C(F)(F)F)C(=O)OC(C)(C)C,2018/04/27,"Pyrido[1,2-a]benzimidazole",CCN(CCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccc(N4CCOCC4)cc3n12)C(=O)OC(C)(C)C
H3D-005136,C[C@@H](Nc1cc(c(c2nc3cc(c(cc3n12)Cl)Cl)C#N)C(F)(F)F)C1CCCCC1,2018/04/27,"Pyrido[1,2-a]benzimidazole",C[C@@H](Nc1cc(C(F)(F)F)c(C#N)c2nc3cc(Cl)c(Cl)cc3n12)C1CCCCC1
H3D-005099,O=C1NC(=NO1)c1ccc(cc1)CCN1CCC(CC1)Nc1nc2ccccc2n1Cc1ccc(cc1)C#N,2018/04/27,Astemizole,N#Cc1ccc(Cn2c(NC3CCN(CCc4ccc(-c5noc(=O)[nH]5)cc4)CC3)nc3ccccc32)cc1
H3D-005135,C[C@H](Nc1cc(c(c2nc3ccccc3n12)C#N)C(F)(F)F)c1ccc(cc1)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",C[C@H](Nc1cc(C(F)(F)F)c(C#N)c2nc3ccccc3n12)c1ccc(F)cc1
H3D-005139,CCN(CC)CCNc1cc(c(c2nc3c(cccc3n12)Br)C#N)-c1ccc(cc1)C(F)(F)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",CCN(CC)CCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3c(Br)cccc3n12
H3D-005116,FC(F)(F)c1cc(n2c3ccccc3nc2c1C#N)N1CCNC(=O)C1,2018/04/27,"Pyrido[1,2-a]benzimidazole",N#Cc1c(C(F)(F)F)cc(N2CCNC(=O)C2)n2c1nc1ccccc12
H3D-005117,FC(F)(F)c1cc(n2c3ccccc3nc2c1C#N)N1CCN(CC1)c1ccc(cc1)Cl,2018/04/27,"Pyrido[1,2-a]benzimidazole",N#Cc1c(C(F)(F)F)cc(N2CCN(c3ccc(Cl)cc3)CC2)n2c1nc1ccccc12
H3D-005115,FC(F)(F)c1cc(n2c3ccccc3nc2c1C#N)N1CCN(CC1)c1cnccn1,2018/04/27,"Pyrido[1,2-a]benzimidazole",N#Cc1c(C(F)(F)F)cc(N2CCN(c3cnccn3)CC2)n2c1nc1ccccc12
H3D-005100,C[C@@H]1COC(=N1)c1ccc(cc1)CCN1CCC(CC1)Nc1nc2ccccc2n1Cc1ccc(cc1)C#N,2018/04/27,Astemizole,C[C@@H]1COC(c2ccc(CCN3CCC(Nc4nc5ccccc5n4Cc4ccc(C#N)cc4)CC3)cc2)=N1
H3D-005118,FC(F)(F)c1ccc(nc1)N1CCN(CC1)c1cc(c(c2nc3ccccc3n12)C#N)C(F)(F)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",N#Cc1c(C(F)(F)F)cc(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)n2c1nc1ccccc12
H3D-005102,C[C@H]1CN=C(O1)c1ccc(cc1)CCN1CCC(CC1)Nc1nc2ccccc2n1Cc1ccc(cc1)C#N,2018/04/27,Astemizole,C[C@H]1CN=C(c2ccc(CCN3CCC(Nc4nc5ccccc5n4Cc4ccc(C#N)cc4)CC3)cc2)O1
H3D-005113,FC(F)(F)c1cc(n2c3ccccc3nc2c1C#N)N1CCN(CC1)c1ccccn1,2018/04/27,"Pyrido[1,2-a]benzimidazole",N#Cc1c(C(F)(F)F)cc(N2CCN(c3ccccn3)CC2)n2c1nc1ccccc12
H3D-005110,Fc1ccccc1CN1CCN(CC1)c1cc(c(c2nc3cc(c(cc3n12)Cl)Cl)C#N)C(F)(F)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",N#Cc1c(C(F)(F)F)cc(N2CCN(Cc3ccccc3F)CC2)n2c1nc1cc(Cl)c(Cl)cc12
H3D-005109,Fc1cccc(c1)CN1CCN(CC1)c1cc(c(c2nc3cc(c(cc3n12)Cl)Cl)C#N)C(F)(F)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",N#Cc1c(C(F)(F)F)cc(N2CCN(Cc3cccc(F)c3)CC2)n2c1nc1cc(Cl)c(Cl)cc12
H3D-005125,CS(=O)(=O)N1CCC(CC1)c1cnc(c(n1)C1CCN(CC1)S(=O)(=O)C)N,2018/04/27,SFK40,CS(=O)(=O)N1CCC(c2cnc(N)c(C3CCN(S(C)(=O)=O)CC3)n2)CC1
H3D-005124,CS(=O)(=O)N1CCC(CC1)c1nc(cnc1N)-c1ccc(cc1)S(=O)(=O)C,2018/04/27,SFK40,CS(=O)(=O)c1ccc(-c2cnc(N)c(C3CCN(S(C)(=O)=O)CC3)n2)cc1
H3D-005126,CS(=O)(=O)c1ccc(cc1)-c1cnc(c(n1)N1CCNCC1)N,2018/04/27,SFK40,CS(=O)(=O)c1ccc(-c2cnc(N)c(N3CCNCC3)n2)cc1
H3D-005127,CS(=O)(=O)N1CCN(CC1)c1nc(cnc1N)-c1ccc(cc1)S(=O)(=O)C,2018/04/27,SFK40,CS(=O)(=O)c1ccc(-c2cnc(N)c(N3CCN(S(C)(=O)=O)CC3)n2)cc1
H3D-005111,FC(F)(F)c1cc(n2c3ccccc3nc2c1C#N)N1CCN(CC1)c1ccccc1,2018/04/27,"Pyrido[1,2-a]benzimidazole",N#Cc1c(C(F)(F)F)cc(N2CCN(c3ccccc3)CC2)n2c1nc1ccccc12
H3D-005108,Fc1ccc(cc1)CN1CCN(CC1)c1cc(c(c2nc3cc(c(cc3n12)Cl)Cl)C#N)C(F)(F)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",N#Cc1c(C(F)(F)F)cc(N2CCN(Cc3ccc(F)cc3)CC2)n2c1nc1cc(Cl)c(Cl)cc12
H3D-005128,NC(=O)c1c(cc(n2c3ccccc3nc12)N1CCN(CC1)C1CCCCC1)C(F)(F)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",NC(=O)c1c(C(F)(F)F)cc(N2CCN(C3CCCCC3)CC2)n2c1nc1ccccc12
H3D-005123,COC1CCC(CC1)NC(=O)c1ccc(cc1)-c1cnc2ccc(nn12)-c1cccc(c1)S(=O)C,2018/04/27,SFK52,COC1CCC(NC(=O)c2ccc(-c3cnc4ccc(-c5cccc(S(C)=O)c5)nn34)cc2)CC1
H3D-005129,NC(=O)c1c(cc(n2c3ccccc3nc12)N1CCN(CC1)Cc1ccc(cc1)F)C(F)(F)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",NC(=O)c1c(C(F)(F)F)cc(N2CCN(Cc3ccc(F)cc3)CC2)n2c1nc1ccccc12
H3D-005130,FC(F)(F)c1cc(n2c3ccccc3nc2c1C#N)N[C@@H](C(=O)N1CCS(=O)(=O)CC1)c1ccccc1,2018/04/27,"Pyrido[1,2-a]benzimidazole",N#Cc1c(C(F)(F)F)cc(N[C@@H](C(=O)N2CCS(=O)(=O)CC2)c2ccccc2)n2c1nc1ccccc12
H3D-005107,FC(F)(F)c1cc(n2c(nc3cc(c(cc32)Cl)Cl)c1C#N)N1CCN(CC1)C1CCCCC1,2018/04/27,"Pyrido[1,2-a]benzimidazole",N#Cc1c(C(F)(F)F)cc(N2CCN(C3CCCCC3)CC2)n2c1nc1cc(Cl)c(Cl)cc12
H3D-005122,CN[C@H](C[C@@H](O)CN)CC(=O)NN(C)CC(=O)O,2018/04/27,undefined,CN[C@@H](CC(=O)NN(C)CC(=O)O)C[C@@H](O)CN
H3D-005131,CCN(CC)CCNc1cc(c(c2nc3cccc(c3n12)Br)C#N)-c1ccc(cc1)C(F)(F)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",CCN(CC)CCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3cccc(Br)c3n12
H3D-005141,CCN(CC)CCNc1cc(c(c2nc3c(cccc3n12)N1CCOCC1)C#N)-c1ccc(cc1)C(F)(F)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",CCN(CC)CCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3c(N4CCOCC4)cccc3n12
H3D-005132,CC(Nc1cc(c(c2nc3cc(c(cc3n12)Cl)Cl)C#N)C(F)(F)F)c1ccc(cc1)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",CC(Nc1cc(C(F)(F)F)c(C#N)c2nc3cc(Cl)c(Cl)cc3n12)c1ccc(F)cc1
H3D-005134,CC(Nc1cc(c(c2nc3ccccc3n12)C#N)C(F)(F)F)c1ccc(cc1)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",CC(Nc1cc(C(F)(F)F)c(C#N)c2nc3ccccc3n12)c1ccc(F)cc1
H3D-005112,CS(=O)(=O)c1ccc(cc1)N1CCN(CC1)c1cc(c(c2nc3ccccc3n12)C#N)C(F)(F)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",CS(=O)(=O)c1ccc(N2CCN(c3cc(C(F)(F)F)c(C#N)c4nc5ccccc5n34)CC2)cc1
H3D-005133,CCN(CC)CCNc1cc(c(c2nc3ccccc3n12)C#N)-c1ccc(cc1)C(F)(F)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",CCN(CC)CCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12
H3D-005143,CCNCCNc1cc(c(c2nc3ccc(cc3n12)Cl)C#N)-c1ccc(cc1)C(F)(F)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",CCNCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccc(Cl)cc3n12
H3D-005101,FC(F)(F)c1nc(no1)-c1ccc(cc1)CCN1CCC(CC1)Nc1nc2ccccc2n1Cc1ccc(cc1)C#N,2018/04/27,Astemizole,N#Cc1ccc(Cn2c(NC3CCN(CCc4ccc(-c5noc(C(F)(F)F)n5)cc4)CC3)nc3ccccc32)cc1
H3D-005142,CCN(CCNc1cc(c(c2nc3ccc(cc3n12)Cl)C#N)-c1ccc(cc1)C(F)(F)F)C(=O)OC(C)(C)C,2018/04/27,"Pyrido[1,2-a]benzimidazole",CCN(CCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccc(Cl)cc3n12)C(=O)OC(C)(C)C
H3D-005114,FC(F)(F)c1cc(n2c3ccccc3nc2c1C#N)N1CCN(CC1)c1ccncc1,2018/04/27,"Pyrido[1,2-a]benzimidazole",N#Cc1c(C(F)(F)F)cc(N2CCN(c3ccncc3)CC2)n2c1nc1ccccc12
H3D-005103,CCNCCNc1cc(c(c2nc3ccc(c(c3n12)Cl)C)C#N)-c1ccc(cc1)C(F)(F)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",CCNCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccc(C)c(Cl)c3n12
H3D-005119,Fc1ccc(c(c1)F)N1CCN(CC1)c1cc(c(c2nc3ccccc3n12)C#N)C(F)(F)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",N#Cc1c(C(F)(F)F)cc(N2CCN(c3ccc(F)cc3F)CC2)n2c1nc1ccccc12
H3D-005105,CCNCCNc1cc(c(c2nc3ccc(c(c3n12)Cl)Cl)C#N)-c1ccc(cc1)C(F)(F)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",CCNCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccc(Cl)c(Cl)c3n12
H3D-005106,FC(F)(F)c1ccc(cc1)-c1cc(n2c(nc3ccc(c(c32)Cl)Cl)c1C#N)NCc1ccncc1,2018/04/27,"Pyrido[1,2-a]benzimidazole",N#Cc1c(-c2ccc(C(F)(F)F)cc2)cc(NCc2ccncc2)n2c1nc1ccc(Cl)c(Cl)c12
H3D-005120,CC[C@H](CCN)NC[C@H](O)C[C@@H](N)CC(=O)NN(C)CC(=O)O,2018/04/27,undefined,CC[C@H](CCN)NC[C@H](O)C[C@@H](N)CC(=O)NN(C)CC(=O)O
H3D-005121,CN1CCC(CC1)N1CCN(CC1)c1cc(c(c2nc3ccccc3n12)C#N)C(F)(F)F,2018/04/27,"Pyrido[1,2-a]benzimidazole",CN1CCC(N2CCN(c3cc(C(F)(F)F)c(C#N)c4nc5ccccc5n34)CC2)CC1
H3D-005140,CC(Nc1cc(c(c2nc3c(cccc3n12)Br)C#N)-c1ccc(cc1)C(F)(F)F)c1ccc(cc1)S(=O)(=O)C,2018/04/27,"Pyrido[1,2-a]benzimidazole",CC(Nc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3c(Br)cccc3n12)c1ccc(S(C)(=O)=O)cc1
H3D-005104,Cc1ccc2nc3c(c(cc(n3c2c1Cl)NCc1ccncc1)-c1ccc(cc1)C(F)(F)F)C#N,2018/04/27,"Pyrido[1,2-a]benzimidazole",Cc1ccc2nc3c(C#N)c(-c4ccc(C(F)(F)F)cc4)cc(NCc4ccncc4)n3c2c1Cl
H3D-005095,C[C@@H]1CN2[C@H]([C@H](C)O1)C1(Cc3cc4c(noc4c(c32)F)[C@H](O)CO)C(=O)NC(=O)NC1=O,2018/04/27,Spiropyrimidinetriones,C[C@@H]1CN2c3c(cc4c([C@H](O)CO)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1
H3D-005138,C[C@H](Nc1cc(c(c2nc3ccccc3n12)C#N)C(F)(F)F)C1CCCCC1,2018/04/27,"Pyrido[1,2-a]benzimidazole",C[C@H](Nc1cc(C(F)(F)F)c(C#N)c2nc3ccccc3n12)C1CCCCC1
H3D-005093,FC(F)(F)c1ccc2cc([nH]c2c1)C(=O)N[C@@H](CCN1CCOCC1)c1ccccc1,2018/04/27,Indolecarboxamides,O=C(N[C@@H](CCN1CCOCC1)c1ccccc1)c1cc2ccc(C(F)(F)F)cc2[nH]1
H3D-005092,CN1CCN(CC1)CC1CCN(CC1)c1nc(cc2[nH]c(nc12)-c1cc(cc(c1)F)F)Cl,2018/04/27,SFK53,CN1CCN(CC2CCN(c3nc(Cl)cc4[nH]c(-c5cc(F)cc(F)c5)nc34)CC2)CC1
H3D-005091,O=C(Nc1ccc(cc1)Nc1ccncc1)c1ccc(cc1)N[C@@H]1CCNC1,2018/04/27,PA,O=C(Nc1ccc(Nc2ccncc2)cc1)c1ccc(N[C@@H]2CCNC2)cc1
H3D-005090,O=C(Nc1ccc(cc1)Nc1ccncc1)c1ccc(cc1)N[C@H]1CCNC1,2018/04/27,PA,O=C(Nc1ccc(Nc2ccncc2)cc1)c1ccc(N[C@H]2CCNC2)cc1
H3D-005089,Cc1cc2nc(cc(c2c(c1N1CCC(CC1)C#N)C)-n1nccc1C)C(=O)NCCO,2018/04/27,Quinolines,Cc1cc2nc(C(=O)NCCO)cc(-n3nccc3C)c2c(C)c1N1CCC(C#N)CC1
H3D-005088,C[C@H]1COC(=O)N1c1noc2c(c3c(cc12)CC1([C@@H]2N3C[C@@H](C)n3nncc32)C(=O)NC(=O)NC1=O)F,2018/04/27,Spiropyrimidinetriones,C[C@@H]1CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2c2cnnn21
H3D-005087,C[C@H]1COC(=O)N1c1noc2c(c3c(cc12)CC1([C@H]2N3C[C@@H](C)n3nncc32)C(=O)NC(=O)NC1=O)F,2018/04/27,Spiropyrimidinetriones,C[C@@H]1CN2c3c(cc4c(N5C(=O)OC[C@@H]5C)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]2c2cnnn21
